HTTrack3.49-2+htsswf+htsjava launched on Thu, 21 Oct 2021 09:24:10 at https://bitgamble.org/ +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar
(winhttrack -qwC2%Pns2u1%s%uN0%I0p7DaK0H0%kf2A25000%f#f -F "Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98)" -%F "<!-- Mirrored from %s%s by HTTrack Website Copier/3.x [XR&CO'2014], %s -->" -%l "en, *" https://bitgamble.org/ -O1 "C:\My Web Sites\JB" +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

09:24:39	Warning: 	Found for ajax.googleapis.com/
09:24:39	Warning: 	File has moved from ajax.googleapis.com/ to https://developers.google.com/speed/libraries/devguide
09:24:39	Error: 	"Not Found" (404) at link fonts.googleapis.com/ (from https://bitgamble.org/)
09:24:40	Error: 	"Forbidden" (403) at link use.fontawesome.com/ (from https://bitgamble.org/)
09:24:41	Warning: 	Moved Permanently for s.w.org/
09:24:41	Warning: 	File has moved from s.w.org/ to https://wordpress.org/
09:25:41	Warning: 	Link https://bitgamble.org/cdn-cgi/l/email-protection not scanned (follow robots meta tag)
09:25:41	Warning: 	Moved Permanently for https://bitgamble.org/?p=1025
09:25:41	Warning: 	File has moved from https://bitgamble.org/?p=1025 to https://bitgamble.org/bitcoin-poker-sites/
09:25:51	Warning: 	Moved Permanently for https://bitgamble.org/?p=831
09:25:51	Warning: 	File has moved from https://bitgamble.org/?p=831 to https://bitgamble.org/free-bitcoin-faucet/
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=50
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=50 to https://bitgamble.org/about-us/
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=143
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=143 to https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/.collapseMonitor (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/)
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?program=bitcoin-casino-101-stake-review
09:26:22	Warning: 	File has moved from https://bitgamble.org/?program=bitcoin-casino-101-stake-review to https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/cutt.ly/whiterockcasino (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/)
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=204
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=204 to https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/.collapseMonitor (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/)
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/cutt.ly/whiterockcasino (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/)
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=158
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=158 to https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/.collapseMonitor (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/)
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/cutt.ly/whiterockcasino (from https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/)
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=490
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=490 to https://bitgamble.org/bitcoin-casino/winz-io-casino-review/
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/winz-io-casino-review/.collapseMonitor (from https://bitgamble.org/bitcoin-casino/winz-io-casino-review/)
09:26:22	Error: 	"Not Found" (404) at link https://bitgamble.org/bitcoin-casino/winz-io-casino-review/cutt.ly/whiterockcasino (from https://bitgamble.org/bitcoin-casino/winz-io-casino-review/)
09:26:22	Warning: 	Moved Permanently for https://bitgamble.org/?p=1001
09:26:22	Warning: 	File has moved from https://bitgamble.org/?p=1001 to https://bitgamble.org/bitcoin-casino/goodmancasino-review/
